id,sku_custom,category_code,category_label,scene_code,supplier_spec_category,sellable
T3609P482837,XH-DR-HM-482837,DR,Bookshelf,HM,Cabinets,false
W1247P160450,XH-DR-HM-160450,DR,Cabinet,HM,File Cabinets & Storage Cabinets,false
W1320110986,XH-DR-BD-110986,DR,Dresser,BD,Makeup Vanities,false
W1320P179346,XH-DR-BD-179346,DR,Dresser,BD,Makeup Vanities,false
W1445P419755,XH-DR-BD-419755,DR,Dresser,BD,Cabinets,false
W1785P201163,XH-DR-BD-201163,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W1785P324461,XH-DR-BD-324461,DR,Dresser,BD,Cabinets,false
W2178138725,XH-DR-BD-138725,DR,Nightstand,BD,Nightstands,false
W2225P173877,XH-DR-LR-173877,DR,Sideboard,LR,"Servers, Sideboards & Buffets",false
W2295P290643,XH-DR-LR-290643,DR,Sideboard,LR,Cabinets,false
W3204P318437,XH-DR-BD-318437,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W409134195,XH-DR-BD-134195,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W40981154,XH-DR-HM-981154,DR,Storage,HM,Cabinets,false
W409P270435,XH-DR-BD-270435,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W409P371357,XH-DR-BD-371357,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W409S00012,XH-DR-BD-S00012,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W409S00016,XH-DR-BD-S00016,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W409S00022,XH-DR-BD-S00022,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W409S00030,XH-DR-BD-S00030,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
W5368P460478,XH-DR-BD-460478,DR,Dresser,BD,"Dressers, Chests & Wardrobes",false
WF326355AAK,XH-DR-HM-355AAK,DR,Cabinet,HM,Bathroom Storage,false
B062P145504,XH-GH-HM-145504,GH,Chair,HM,Benches & Stools,false
B2726P408073,XH-GH-HM-408073,GH,Storage,HM,Wine Racks,false
B2761P499208,XH-GH-HM-499208,GH,Sofa,HM,Sectionals,false
B2761P499209,XH-GH-HM-499209,GH,Sofa,HM,Sectionals,false
B2761P499218,XH-GH-HM-499218,GH,Sofa,HM,Sectionals,false
SH000226AAD,XH-GH-HM-226AAD,GH,Table,HM,Dining and Kitchen Sets,false
T2574P516494,XH-GH-HM-516494,GH,Table,HM,Tables,false
T3971S00297,XH-GH-HM-S00297,GH,Table,HM,Kitchen Islands & Carts,false
W1163P315233,XH-GH-HM-315233,GH,Other,HM,Trampolines,false
W3867P479239,XH-GH-HM-479239,GH,Table,HM,Dining Tables,false
W3979P394149,XH-GH-HM-394149,GH,Table,HM,Outdoor Tables,false
WF286911AAW,XH-GH-HM-911AAW,GH,Other,HM,Kitchen Islands & Carts,false
B062P331054,XH-NS-BD-331054,NS,Nightstand,BD,Nightstands,false
B2761P502681,XH-SF-LR-502681,SF,Sofa,LR,Sofas,false
K1561S00002,XH-SF-LR-S00002,SF,Sofa,LR,Sofas,false
N763P326131F,XH-SF-LR-26131F,SF,Sofa,LR,Sofas,false
T6052P508881,XH-SF-LR-508881,SF,Sofa,LR,Sofas,false
W1117S00422,XH-SF-LR-S00422,SF,Sofa,LR,Sofas,false
W714P253468,XH-SF-LR-253468,SF,Sofa,LR,Sofas,false
W714S00622,XH-SF-LR-S00622,SF,Sofa,LR,Sofas,false
W714S01158,XH-SF-LR-S01158,SF,Sofa,LR,Sofas,false
W714S01159,XH-SF-LR-S01159,SF,Sofa,LR,Sofas,false
W714S01195,XH-SF-LR-S01195,SF,Sofa,LR,Sofas,false
W1321P311892,XH-TV-LR-311892,TV,TV Stand,LR,TV & Entertainment Furniture,false
